batter_name,age,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,GB,SO,GDP,BU,fly,year,salary,war,year_born,hand2,cp,tp,1B,FBP,avg,OBP,SLG,OPS,p_year,YAB,YOPS
김성훈,24.0,47.0,166.0,151.0,27.0,48.0,4.0,2.0,0.0,56.0,18.0,4.0,2.0,12.0,1.0,0.0,16.0,2.0,1.0,1.0,2017,2700,1.042,1993-10-27,우투좌타,2루수,2루수,42.0,13.0,0.318,0.37,0.371,0.741,2018,185.0,0.645
김성훈,25.0,110.0,212.0,185.0,24.0,45.0,9.0,3.0,0.0,60.0,24.0,12.0,6.0,16.0,6.0,0.0,23.0,2.0,3.0,2.0,2018,4700,0.277,1993-10-27,우투좌타,2루수,2루수,33.0,22.0,0.243,0.321,0.324,0.645,2019,77.0,0.51
김재현,23.0,8.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2014,2400,0.011,1991-08-30,우투우타,2루수,3루수,1.0,1.0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,2015,41.0,0.4320000000000001
김재현,24.0,73.0,48.0,41.0,7.0,7.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,5.0,0.0,0.0,11.0,1.0,2.0,0.0,2015,4500,-0.184,1991-08-30,우투우타,2루수,3루수,7.0,5.0,0.171,0.261,0.171,0.4320000000000001,2016,188.0,0.53
김재현,27.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,4500,0.011,1991-08-30,우투우타,2루수,3루수,0.0,0.0,0.0,0.0,0.0,0.0,2019,2.0,0.0
김지수,23.0,15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2009,2400,-0.09,1986-08-23,우투우타,3루수,3루수,0.0,0.0,0.0,0.0,0.0,0.0,2010,5.0,0.16699999999999998
김지수,27.0,37.0,60.0,48.0,9.0,13.0,2.0,0.0,0.0,15.0,3.0,1.0,0.0,7.0,0.0,0.0,9.0,1.0,4.0,1.0,2013,2400,0.158,1986-08-23,우투우타,3루수,3루수,11.0,7.0,0.271,0.35700000000000004,0.312,0.669,2014,23.0,0.47
김지수,28.0,28.0,29.0,23.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,2014,3500,-0.107,1986-08-23,우투우타,3루수,3루수,4.0,4.0,0.174,0.29600000000000004,0.174,0.47,2015,132.0,0.58
김지수,29.0,104.0,151.0,132.0,23.0,31.0,7.0,0.0,0.0,38.0,13.0,2.0,1.0,9.0,2.0,0.0,27.0,2.0,7.0,1.0,2015,5500,-0.5660000000000001,1986-08-23,우투우타,3루수,3루수,24.0,11.0,0.235,0.292,0.28800000000000003,0.58,2016,91.0,0.7929999999999999
김지수,30.0,81.0,106.0,91.0,16.0,26.0,5.0,0.0,3.0,40.0,9.0,2.0,2.0,10.0,0.0,0.0,16.0,3.0,4.0,1.0,2016,5500,0.624,1986-08-23,우투우타,3루수,3루수,18.0,10.0,0.28600000000000003,0.353,0.44,0.7929999999999999,2017,35.0,0.462
김지수,31.0,64.0,40.0,35.0,7.0,6.0,0.0,0.0,1.0,9.0,5.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,1.0,2.0,2017,6200,-0.487,1986-08-23,우투우타,3루수,3루수,5.0,2.0,0.171,0.205,0.257,0.462,2018,34.0,0.40299999999999997
김지수,32.0,47.0,39.0,34.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,15.0,2.0,0.0,0.0,2018,6200,-0.308,1986-08-23,우투우타,3루수,3루수,5.0,5.0,0.147,0.256,0.147,0.40299999999999997,2019,30.0,0.645
김태균,19.0,88.0,289.0,245.0,51.0,82.0,13.0,2.0,20.0,159.0,54.0,2.0,0.0,40.0,4.0,2.0,72.0,4.0,0.0,0.0,2001,2400,4.328,1982-05-29,우투우타,지명타자,1루수,47.0,44.0,0.335,0.436,0.649,1.085,2002,298.0,0.7090000000000001
김태균,20.0,105.0,344.0,298.0,25.0,76.0,11.0,0.0,7.0,108.0,34.0,2.0,1.0,41.0,2.0,2.0,103.0,13.0,1.0,2.0,2002,4000,0.654,1982-05-29,우투우타,지명타자,1루수,58.0,43.0,0.255,0.34700000000000003,0.36200000000000004,0.7090000000000001,2003,479.0,0.996
김태균,21.0,133.0,573.0,479.0,67.0,153.0,24.0,2.0,31.0,274.0,95.0,3.0,2.0,79.0,9.0,6.0,106.0,13.0,4.0,2.0,2003,3500,6.004,1982-05-29,우투우타,지명타자,1루수,96.0,88.0,0.319,0.424,0.5720000000000001,0.996,2004,473.0,0.941
김태균,22.0,129.0,556.0,473.0,76.0,153.0,26.0,1.0,23.0,250.0,106.0,2.0,1.0,70.0,6.0,3.0,99.0,11.0,0.0,7.0,2004,10500,5.148,1982-05-29,우투우타,지명타자,1루수,103.0,76.0,0.32299999999999995,0.41200000000000003,0.529,0.941,2005,461.0,0.948
김태균,23.0,124.0,529.0,461.0,73.0,146.0,33.0,2.0,23.0,252.0,100.0,3.0,1.0,60.0,6.0,5.0,73.0,20.0,0.0,2.0,2005,15500,5.097,1982-05-29,우투우타,지명타자,1루수,88.0,66.0,0.317,0.401,0.547,0.948,2006,423.0,0.8520000000000001
김태균,24.0,124.0,511.0,423.0,66.0,123.0,27.0,0.0,13.0,189.0,73.0,2.0,0.0,82.0,2.0,1.0,89.0,18.0,0.0,4.0,2006,24000,4.412,1982-05-29,우투우타,지명타자,1루수,83.0,84.0,0.29100000000000004,0.405,0.447,0.8520000000000001,2007,393.0,0.903
김태균,25.0,118.0,491.0,393.0,62.0,114.0,13.0,0.0,21.0,190.0,85.0,2.0,1.0,90.0,2.0,4.0,70.0,13.0,0.0,6.0,2007,31000,4.48,1982-05-29,우투우타,지명타자,1루수,80.0,92.0,0.29,0.42,0.483,0.903,2008,410.0,1.0390000000000001
김태균,26.0,115.0,484.0,410.0,81.0,133.0,27.0,1.0,31.0,255.0,92.0,2.0,0.0,64.0,5.0,4.0,67.0,8.0,0.0,5.0,2008,29000,6.136,1982-05-29,우투우타,지명타자,1루수,74.0,69.0,0.324,0.41700000000000004,0.622,1.0390000000000001,2009,336.0,0.961
김태균,30.0,126.0,513.0,416.0,61.0,151.0,24.0,0.0,16.0,223.0,80.0,3.0,1.0,81.0,11.0,8.0,69.0,11.0,0.0,5.0,2012,150000,6.9689999999999985,1982-05-29,우투우타,지명타자,1루수,111.0,92.0,0.363,0.474,0.536,1.01,2013,345.0,0.919
김태균,31.0,101.0,430.0,345.0,41.0,110.0,24.0,0.0,10.0,164.0,52.0,0.0,3.0,73.0,8.0,7.0,67.0,14.0,0.0,4.0,2013,150000,3.684,1982-05-29,우투우타,지명타자,1루수,76.0,81.0,0.319,0.444,0.475,0.919,2014,422.0,1.0270000000000001
김태균,32.0,118.0,508.0,422.0,66.0,154.0,30.0,0.0,18.0,238.0,84.0,0.0,2.0,70.0,11.0,1.0,73.0,18.0,0.0,5.0,2014,150000,4.954,1982-05-29,우투우타,지명타자,1루수,106.0,81.0,0.365,0.46299999999999997,0.564,1.0270000000000001,2015,408.0,0.996
김태균,33.0,133.0,524.0,408.0,61.0,129.0,28.0,0.0,21.0,220.0,104.0,3.0,1.0,98.0,12.0,12.0,80.0,19.0,1.0,5.0,2015,160000,5.1960000000000015,1982-05-29,우투우타,지명타자,1루수,80.0,110.0,0.316,0.457,0.539,0.996,2016,529.0,1.044
김태균,34.0,144.0,652.0,529.0,94.0,193.0,39.0,0.0,23.0,301.0,136.0,1.0,0.0,108.0,9.0,10.0,97.0,11.0,0.0,6.0,2016,160000,5.205,1982-05-29,우투우타,지명타자,1루수,131.0,117.0,0.365,0.475,0.569,1.044,2017,356.0,0.958
김태균,35.0,94.0,407.0,356.0,51.0,121.0,22.0,0.0,17.0,194.0,76.0,0.0,0.0,43.0,4.0,7.0,56.0,13.0,0.0,4.0,2017,160000,2.46,1982-05-29,우투우타,지명타자,1루수,82.0,47.0,0.34,0.413,0.545,0.958,2018,254.0,0.8340000000000001
김태균,36.0,73.0,271.0,254.0,25.0,80.0,11.0,0.0,10.0,121.0,34.0,0.0,1.0,13.0,4.0,1.0,56.0,7.0,0.0,0.0,2018,160000,0.436,1982-05-29,우투우타,지명타자,1루수,59.0,17.0,0.315,0.358,0.47600000000000003,0.8340000000000001,2019,433.0,0.777
김태완,22.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2006,2400,0.067,1984-01-27,우투우타,지명타자,지명타자,2.0,0.0,0.5,0.5,0.5,1.0,2007,94.0,0.75
김태완,23.0,61.0,105.0,94.0,11.0,23.0,5.0,0.0,4.0,40.0,12.0,0.0,0.0,9.0,2.0,0.0,22.0,3.0,0.0,0.0,2007,2200,0.313,1984-01-27,우투우타,지명타자,지명타자,14.0,11.0,0.245,0.324,0.426,0.75,2008,383.0,0.85
김태완,24.0,124.0,450.0,383.0,44.0,102.0,16.0,0.0,23.0,187.0,73.0,0.0,1.0,50.0,11.0,4.0,78.0,9.0,0.0,6.0,2008,3000,2.436,1984-01-27,우투우타,지명타자,지명타자,63.0,61.0,0.266,0.36200000000000004,0.488,0.85,2009,360.0,0.958
김태완,25.0,112.0,446.0,360.0,62.0,104.0,17.0,2.0,23.0,194.0,68.0,1.0,1.0,72.0,11.0,4.0,89.0,6.0,0.0,3.0,2009,6000,4.034,1984-01-27,우투우타,지명타자,지명타자,62.0,83.0,0.289,0.419,0.539,0.958,2010,370.0,0.84
김태완,29.0,93.0,321.0,279.0,24.0,64.0,13.0,0.0,3.0,86.0,23.0,1.0,2.0,33.0,7.0,1.0,78.0,8.0,0.0,2.0,2013,14000,0.608,1984-01-27,우투우타,지명타자,지명타자,48.0,40.0,0.22899999999999998,0.324,0.308,0.632,2014,186.0,0.764
김태완,30.0,89.0,214.0,186.0,26.0,48.0,8.0,0.0,7.0,77.0,39.0,0.0,0.0,24.0,3.0,1.0,51.0,10.0,0.0,1.0,2014,10000,0.086,1984-01-27,우투우타,지명타자,지명타자,33.0,27.0,0.258,0.35,0.414,0.764,2015,46.0,0.583
김태완,31.0,22.0,50.0,46.0,5.0,11.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,2.0,2.0,0.0,16.0,1.0,0.0,0.0,2015,8000,-0.138,1984-01-27,우투우타,지명타자,지명타자,9.0,4.0,0.239,0.3,0.28300000000000003,0.583,2016,20.0,0.958
김태완,32.0,24.0,24.0,20.0,3.0,7.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,2016,8000,0.309,1984-01-27,우투우타,지명타자,지명타자,5.0,4.0,0.35,0.45799999999999996,0.5,0.958,2017,90.0,0.88
김태완,33.0,46.0,100.0,90.0,14.0,28.0,5.0,0.0,4.0,45.0,7.0,0.0,0.0,9.0,1.0,0.0,24.0,2.0,0.0,0.0,2017,5000,0.523,1984-01-27,우투우타,지명타자,지명타자,19.0,10.0,0.311,0.38,0.5,0.88,2018,66.0,0.5429999999999999
박건우,23.0,34.0,51.0,48.0,12.0,13.0,1.0,0.0,1.0,17.0,7.0,2.0,3.0,1.0,1.0,0.0,11.0,4.0,1.0,0.0,2013,2500,-0.07,1990-09-08,우투우타,우익수,우익수,11.0,2.0,0.271,0.3,0.354,0.6539999999999999,2014,61.0,0.51
박건우,24.0,47.0,66.0,61.0,7.0,11.0,4.0,1.0,0.0,17.0,3.0,1.0,0.0,4.0,0.0,0.0,13.0,0.0,1.0,0.0,2014,3100,-0.162,1990-09-08,우투우타,우익수,우익수,6.0,4.0,0.18,0.231,0.27899999999999997,0.51,2015,158.0,0.912
박건우,25.0,70.0,175.0,158.0,31.0,54.0,12.0,0.0,5.0,81.0,26.0,2.0,1.0,12.0,3.0,0.0,29.0,2.0,2.0,0.0,2015,7000,1.3430000000000002,1990-09-08,우투우타,우익수,우익수,37.0,15.0,0.342,0.39899999999999997,0.513,0.912,2016,484.0,0.94
박건우,26.0,132.0,540.0,484.0,95.0,162.0,36.0,4.0,20.0,266.0,83.0,17.0,6.0,38.0,9.0,0.0,86.0,9.0,4.0,5.0,2016,7000,4.709,1990-09-08,우투우타,우익수,우익수,102.0,47.0,0.335,0.39,0.55,0.94,2017,483.0,1.006
박건우,27.0,131.0,543.0,483.0,91.0,177.0,40.0,2.0,20.0,281.0,78.0,20.0,3.0,41.0,10.0,2.0,64.0,15.0,5.0,4.0,2017,19500,6.805,1990-09-08,우투우타,우익수,우익수,115.0,51.0,0.366,0.424,0.5820000000000001,1.006,2018,488.0,0.846
박건우,28.0,125.0,529.0,488.0,79.0,159.0,24.0,6.0,12.0,231.0,84.0,7.0,3.0,28.0,10.0,1.0,65.0,14.0,1.0,2.0,2018,37000,3.399,1990-09-08,우투우타,우익수,우익수,117.0,38.0,0.326,0.373,0.473,0.846,2019,458.0,0.8620000000000001
박병호,19.0,79.0,185.0,163.0,22.0,31.0,11.0,0.0,3.0,51.0,21.0,1.0,0.0,12.0,6.0,0.0,48.0,3.0,0.0,4.0,2005,2400,0.311,1986-07-10,우투우타,1루수,1루수,17.0,18.0,0.19,0.265,0.313,0.5780000000000001,2006,130.0,0.519
박병호,23.0,68.0,213.0,188.0,28.0,41.0,7.0,0.0,9.0,75.0,25.0,2.0,1.0,20.0,4.0,1.0,70.0,3.0,0.0,1.0,2009,3000,-0.057,1986-07-10,우투우타,1루수,1루수,25.0,24.0,0.218,0.305,0.39899999999999997,0.7040000000000001,2010,160.0,0.649
박병호,24.0,78.0,192.0,160.0,25.0,30.0,4.0,0.0,7.0,55.0,22.0,5.0,1.0,26.0,2.0,3.0,55.0,5.0,2.0,2.0,2010,3500,-0.181,1986-07-10,우투우타,1루수,1루수,19.0,28.0,0.188,0.305,0.344,0.649,2011,201.0,0.865
박병호,25.0,66.0,230.0,201.0,31.0,51.0,11.0,2.0,13.0,105.0,31.0,2.0,0.0,26.0,2.0,0.0,76.0,5.0,0.0,1.0,2011,3500,1.729,1986-07-10,우투우타,1루수,1루수,25.0,28.0,0.254,0.34299999999999997,0.522,0.865,2012,469.0,0.954
박병호,26.0,133.0,560.0,469.0,76.0,136.0,34.0,0.0,31.0,263.0,105.0,20.0,9.0,73.0,11.0,3.0,111.0,6.0,0.0,7.0,2012,6200,6.506,1986-07-10,우투우타,1루수,1루수,71.0,84.0,0.29,0.39299999999999996,0.561,0.954,2013,450.0,1.0390000000000001
박병호,27.0,128.0,556.0,450.0,91.0,143.0,17.0,0.0,37.0,271.0,117.0,10.0,2.0,92.0,8.0,4.0,96.0,7.0,0.0,6.0,2013,22000,7.022,1986-07-10,우투우타,1루수,1루수,89.0,100.0,0.318,0.43700000000000006,0.602,1.0390000000000001,2014,459.0,1.119
박병호,28.0,128.0,571.0,459.0,126.0,139.0,16.0,2.0,52.0,315.0,124.0,8.0,3.0,96.0,12.0,3.0,142.0,13.0,0.0,4.0,2014,50000,6.63,1986-07-10,우투우타,1루수,1루수,69.0,108.0,0.303,0.433,0.6859999999999999,1.119,2015,528.0,1.15
박병호,32.0,113.0,488.0,400.0,88.0,138.0,20.0,0.0,43.0,287.0,112.0,0.0,1.0,68.0,17.0,10.0,114.0,9.0,0.0,3.0,2018,150000,6.812,1986-07-10,우투우타,1루수,1루수,75.0,85.0,0.345,0.457,0.718,1.175,2019,432.0,0.958
박준태,23.0,32.0,55.0,42.0,6.0,11.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,8.0,5.0,0.0,18.0,1.0,0.0,0.0,2014,2400,0.321,1991-07-26,우투좌타,우익수,우익수,11.0,13.0,0.262,0.436,0.262,0.698,2015,66.0,0.58
박준태,27.0,85.0,150.0,123.0,32.0,28.0,5.0,1.0,5.0,50.0,24.0,0.0,2.0,13.0,9.0,0.0,37.0,1.0,5.0,0.0,2018,3800,0.07,1991-07-26,우투좌타,우익수,우익수,17.0,22.0,0.228,0.345,0.40700000000000003,0.752,2019,41.0,0.478
윤석민,19.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2004,2400,0.005,1985-09-04,우투우타,1루수,지명타자,0.0,0.0,0.0,0.0,0.0,0.0,2005,1.0,0.0
윤석민,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2005,2000,0.005,1985-09-04,우투우타,1루수,지명타자,0.0,0.0,0.0,0.0,0.0,0.0,2006,45.0,0.496
윤석민,21.0,27.0,48.0,45.0,3.0,8.0,4.0,0.0,0.0,12.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,2006,2000,-0.125,1985-09-04,우투우타,1루수,지명타자,4.0,3.0,0.17800000000000002,0.22899999999999998,0.267,0.496,2007,27.0,0.255
윤석민,26.0,80.0,188.0,167.0,18.0,48.0,8.0,0.0,4.0,68.0,19.0,0.0,2.0,17.0,2.0,0.0,30.0,6.0,2.0,0.0,2011,2400,1.1909999999999998,1985-09-04,우투우타,1루수,지명타자,36.0,19.0,0.287,0.36,0.40700000000000003,0.7669999999999999,2012,289.0,0.767
윤석민,27.0,109.0,320.0,289.0,25.0,84.0,9.0,2.0,10.0,127.0,48.0,2.0,1.0,18.0,2.0,0.0,54.0,12.0,3.0,8.0,2012,4100,2.292,1985-09-04,우투우타,1루수,지명타자,63.0,20.0,0.29100000000000004,0.32799999999999996,0.439,0.767,2013,68.0,0.7979999999999999
윤석민,28.0,21.0,73.0,68.0,12.0,20.0,5.0,0.0,2.0,31.0,8.0,2.0,0.0,4.0,1.0,0.0,14.0,1.0,0.0,0.0,2013,7700,0.5920000000000001,1985-09-04,우투우타,1루수,지명타자,13.0,5.0,0.294,0.342,0.456,0.7979999999999999,2014,281.0,0.73
윤석민,29.0,99.0,307.0,281.0,30.0,75.0,12.0,0.0,10.0,117.0,43.0,0.0,0.0,18.0,2.0,0.0,47.0,11.0,4.0,2.0,2014,7700,0.061,1985-09-04,우투우타,1루수,지명타자,53.0,20.0,0.267,0.314,0.41600000000000004,0.73,2015,361.0,0.848
윤석민,30.0,108.0,418.0,361.0,54.0,106.0,24.0,1.0,14.0,174.0,71.0,3.0,2.0,37.0,8.0,1.0,62.0,16.0,5.0,7.0,2015,16000,0.228,1985-09-04,우투우타,1루수,지명타자,67.0,45.0,0.294,0.366,0.48200000000000004,0.848,2016,341.0,0.965
윤석민,31.0,92.0,402.0,341.0,72.0,114.0,15.0,0.0,19.0,186.0,80.0,2.0,3.0,46.0,9.0,3.0,50.0,16.0,0.0,6.0,2016,16000,2.867,1985-09-04,우투우타,1루수,지명타자,80.0,55.0,0.33399999999999996,0.42,0.545,0.965,2017,538.0,0.84
윤석민,32.0,142.0,586.0,538.0,90.0,168.0,30.0,1.0,20.0,260.0,105.0,0.0,1.0,33.0,8.0,0.0,85.0,24.0,0.0,7.0,2017,16000,2.153,1985-09-04,우투우타,1루수,지명타자,117.0,41.0,0.312,0.35700000000000004,0.483,0.84,2018,460.0,0.785
윤석민,33.0,132.0,509.0,460.0,58.0,127.0,22.0,0.0,19.0,206.0,60.0,4.0,1.0,40.0,4.0,2.0,69.0,17.0,2.0,3.0,2018,31000,0.393,1985-09-04,우투우타,1루수,지명타자,86.0,44.0,0.276,0.337,0.44799999999999995,0.785,2019,169.0,0.5479999999999999
이동훈,20.0,17.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016,2700,0.026,1996-07-24,좌타좌투,좌익수,우익수,0.0,0.0,0.0,0.0,0.0,0.0,2017,131.0,0.47600000000000003
이동훈,21.0,67.0,145.0,131.0,23.0,29.0,0.0,0.0,0.0,29.0,2.0,4.0,2.0,5.0,1.0,0.0,15.0,2.0,8.0,0.0,2017,2800,-0.578,1996-07-24,좌타좌투,좌익수,우익수,29.0,6.0,0.221,0.255,0.221,0.47600000000000003,2018,46.0,0.626
이동훈,22.0,28.0,50.0,46.0,6.0,11.0,1.0,0.0,1.0,15.0,2.0,0.0,1.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,2018,3300,-0.059,1996-07-24,좌타좌투,좌익수,우익수,9.0,4.0,0.239,0.3,0.326,0.626,2019,31.0,0.613
이상호,24.0,103.0,139.0,125.0,26.0,31.0,7.0,1.0,0.0,40.0,13.0,25.0,4.0,10.0,0.0,0.0,21.0,4.0,4.0,0.0,2013,2400,0.547,1989-02-05,우투우타,2루수,3루수,23.0,10.0,0.248,0.304,0.32,0.624,2014,51.0,0.5549999999999999
이상호,27.0,15.0,27.0,25.0,1.0,7.0,2.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,2016,4000,0.15,1989-02-05,우투우타,2루수,3루수,5.0,2.0,0.28,0.33299999999999996,0.36,0.6930000000000001,2017,227.0,0.73
이상호,28.0,95.0,241.0,227.0,33.0,76.0,8.0,0.0,0.0,84.0,15.0,12.0,2.0,7.0,2.0,0.0,15.0,7.0,5.0,0.0,2017,4800,0.251,1989-02-05,우투우타,2루수,3루수,68.0,9.0,0.335,0.36,0.37,0.73,2018,187.0,0.5509999999999999
이상호,29.0,114.0,204.0,187.0,32.0,47.0,2.0,0.0,0.0,49.0,8.0,13.0,5.0,8.0,2.0,0.0,15.0,8.0,7.0,0.0,2018,7500,-0.758,1989-02-05,우투우타,2루수,3루수,45.0,10.0,0.251,0.289,0.262,0.5509999999999999,2019,234.0,0.614
이영욱,23.0,14.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2008,2400,-0.118,1985-10-11,좌투좌타,중견수,중견수,0.0,1.0,0.0,0.125,0.0,0.125,2009,193.0,0.6839999999999999
이영욱,24.0,88.0,220.0,193.0,27.0,48.0,6.0,2.0,4.0,70.0,29.0,16.0,4.0,19.0,3.0,1.0,52.0,4.0,2.0,3.0,2009,2100,0.643,1985-10-11,좌투좌타,중견수,중견수,36.0,22.0,0.249,0.321,0.363,0.6839999999999999,2010,408.0,0.718
이영욱,25.0,120.0,479.0,408.0,68.0,111.0,19.0,2.0,4.0,146.0,42.0,30.0,8.0,51.0,7.0,2.0,86.0,4.0,9.0,4.0,2010,4095,2.564,1985-10-11,좌투좌타,중견수,중견수,86.0,58.0,0.272,0.36,0.358,0.718,2011,203.0,0.6619999999999999
이영욱,29.0,40.0,64.0,53.0,16.0,11.0,3.0,0.0,0.0,14.0,6.0,6.0,1.0,7.0,2.0,0.0,16.0,0.0,2.0,0.0,2014,7000,-0.129,1985-10-11,좌투좌타,중견수,중견수,8.0,9.0,0.20800000000000002,0.32299999999999995,0.264,0.5870000000000001,2015,22.0,0.6639999999999999
이영욱,30.0,38.0,26.0,22.0,8.0,5.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,2015,6000,-0.087,1985-10-11,좌투좌타,중견수,중견수,3.0,4.0,0.22699999999999998,0.34600000000000003,0.318,0.6639999999999999,2016,49.0,0.457
이영욱,31.0,104.0,52.0,49.0,16.0,8.0,1.0,0.0,1.0,12.0,4.0,6.0,3.0,2.0,1.0,0.0,21.0,1.0,0.0,0.0,2016,5500,-0.125,1985-10-11,좌투좌타,중견수,중견수,6.0,3.0,0.163,0.212,0.245,0.457,2017,4.0,0.0
이영욱,32.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2017,6500,-0.091,1985-10-11,좌투좌타,중견수,중견수,0.0,0.0,0.0,0.0,0.0,0.0,2018,16.0,0.25
이원재,28.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017,2400,-0.11,1989-05-20,우투좌타,1루수,좌익수,0.0,0.0,0.0,0.0,0.0,0.0,2018,138.0,0.833
이원재,29.0,77.0,150.0,138.0,12.0,42.0,10.0,0.0,5.0,67.0,19.0,0.0,2.0,10.0,0.0,0.0,33.0,3.0,0.0,2.0,2018,2700,0.35,1989-05-20,우투좌타,1루수,좌익수,27.0,10.0,0.304,0.34700000000000003,0.486,0.833,2019,256.0,0.706
이준호,24.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2400,0.033,1987-09-07,우투우타,좌익수,좌익수,1.0,0.0,0.5,0.5,0.5,1.0,2012,255.0,0.609
이준호,25.0,113.0,295.0,255.0,25.0,58.0,12.0,4.0,0.0,78.0,21.0,4.0,4.0,29.0,0.0,0.0,48.0,5.0,8.0,3.0,2012,2600,0.065,1987-09-07,우투우타,좌익수,좌익수,42.0,29.0,0.22699999999999998,0.303,0.306,0.609,2013,60.0,0.479
이진영,19.0,65.0,210.0,190.0,14.0,49.0,5.0,0.0,4.0,66.0,13.0,5.0,4.0,17.0,0.0,0.0,40.0,3.0,1.0,2.0,1999,2400,-0.099,1980-06-15,좌투좌타,지명타자,우익수,40.0,17.0,0.258,0.316,0.34700000000000003,0.6629999999999999,2000,292.0,0.6990000000000001
이진영,20.0,105.0,316.0,292.0,34.0,72.0,16.0,4.0,7.0,117.0,33.0,2.0,1.0,21.0,1.0,1.0,64.0,3.0,1.0,1.0,2000,2600,0.413,1980-06-15,좌투좌타,지명타자,우익수,45.0,22.0,0.247,0.298,0.401,0.6990000000000001,2001,321.0,0.753
이진영,21.0,120.0,369.0,321.0,49.0,90.0,16.0,1.0,7.0,129.0,31.0,9.0,5.0,35.0,0.0,4.0,64.0,5.0,13.0,0.0,2001,3600,0.841,1980-06-15,좌투좌타,지명타자,우익수,66.0,35.0,0.28,0.35100000000000003,0.402,0.753,2002,419.0,0.867
이진영,22.0,128.0,475.0,419.0,73.0,129.0,22.0,8.0,13.0,206.0,40.0,11.0,12.0,42.0,5.0,3.0,57.0,7.0,6.0,3.0,2002,5100,3.5010000000000003,1980-06-15,좌투좌타,지명타자,우익수,86.0,47.0,0.308,0.375,0.49200000000000005,0.867,2003,481.0,0.928
이진영,23.0,128.0,562.0,481.0,81.0,158.0,29.0,6.0,17.0,250.0,70.0,10.0,9.0,62.0,4.0,1.0,76.0,6.0,13.0,2.0,2003,8000,5.3279999999999985,1980-06-15,좌투좌타,지명타자,우익수,106.0,66.0,0.32799999999999996,0.408,0.52,0.928,2004,404.0,0.943
이진영,24.0,117.0,483.0,404.0,74.0,138.0,19.0,1.0,15.0,204.0,63.0,8.0,6.0,66.0,5.0,6.0,49.0,9.0,6.0,2.0,2004,16000,5.072,1980-06-15,좌투좌타,지명타자,우익수,103.0,71.0,0.342,0.43799999999999994,0.505,0.943,2005,453.0,0.8390000000000001
이진영,25.0,122.0,523.0,453.0,76.0,132.0,19.0,1.0,20.0,213.0,74.0,8.0,5.0,55.0,3.0,3.0,60.0,7.0,8.0,4.0,2005,18500,3.633,1980-06-15,좌투좌타,지명타자,우익수,92.0,58.0,0.29100000000000004,0.369,0.47,0.8390000000000001,2006,428.0,0.7210000000000001
